date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:41:23	94811/94811	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2004:41:23%20GMT	https://fsefsvvsffdseeeesfffee.blogspot.com/	C:/My%20Web%20Sites/1000/fsefsvvsffdseeeesfffee.blogspot.com/index.html	(from )
10:41:23	135/135	---MCZ	200	added ('OK')	text/plain	date:Sat,%2004%20Mar%202023%2004:41:23%20GMT	https://fsefsvvsffdseeeesfffee.blogspot.com/robots.txt		(from )
10:41:25	3638/3638	---MCZ	200	added ('OK')	image/x-icon	date:Sat,%2004%20Mar%202023%2004:40:55%20GMT	https://fsefsvvsffdseeeesfffee.blogspot.com/favicon.ico	C:/My%20Web%20Sites/1000/fsefsvvsffdseeeesfffee.blogspot.com/favicon.ico	(from https://fsefsvvsffdseeeesfffee.blogspot.com/)
10:41:26	55192/55192	---M-Z	200	added ('OK')	application/atom+xml	date:Sat,%2004%20Mar%202023%2004:41:23%20GMT	https://fsefsvvsffdseeeesfffee.blogspot.com/feeds/posts/default	C:/My%20Web%20Sites/1000/fsefsvvsffdseeeesfffee.blogspot.com/feeds/posts/default	(from https://fsefsvvsffdseeeesfffee.blogspot.com/)
10:41:28	44952/44952	---M-Z	200	added ('OK')	application/rss+xml	date:Sat,%2004%20Mar%202023%2004:41:23%20GMT	https://fsefsvvsffdseeeesfffee.blogspot.com/feeds/posts/default?alt=rss	C:/My%20Web%20Sites/1000/fsefsvvsffdseeeesfffee.blogspot.com/feeds/posts/default9522	(from https://fsefsvvsffdseeeesfffee.blogspot.com/)
10:41:29	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/My%20Web%20Sites/1000/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://fsefsvvsffdseeeesfffee.blogspot.com/)
10:41:29	170570/170570	---M-Z	200	added ('OK')	text/css	date:Sat,%2004%20Mar%202023%2004:41:30%20GMT	https://cdn.statically.io/gh/TaufiqHdyt/CDN/fd1ce28b/font-awesome-5-pro/css/all.min.css	C:/My%20Web%20Sites/1000/cdn.statically.io/gh/TaufiqHdyt/CDN/fd1ce28b/font-awesome-5-pro/css/all.min.css	(from https://fsefsvvsffdseeeesfffee.blogspot.com/)
10:41:30	4301/4301	---M--	200	added ('OK')	image/jpeg	etag:%22ve47%22	https://2.bp.blogspot.com/-fjaZBtfvzac/UN1mw2tUamI/AAAAAAAADkc/XdKqt8hWZ6w/s1600/anon.jpg	C:/My%20Web%20Sites/1000/2.bp.blogspot.com/-fjaZBtfvzac/UN1mw2tUamI/AAAAAAAADkc/XdKqt8hWZ6w/s1600/anon.jpg	(from https://fsefsvvsffdseeeesfffee.blogspot.com/)
10:41:30	372/372	---M--	200	added ('OK')	image/png	etag:%22v1bdf%22	https://4.bp.blogspot.com/-cmZSAe4hgWI/V0K-3C5xiHI/AAAAAAAAG90/2btatUgRsM4qf8HIc7QweuToTkRqRNeuACLcB/s1600/delete.png	C:/My%20Web%20Sites/1000/4.bp.blogspot.com/-cmZSAe4hgWI/V0K-3C5xiHI/AAAAAAAAG90/2btatUgRsM4qf8HIc7QweuToTkRqRNeuACLcB/s1600/delete.png	(from https://fsefsvvsffdseeeesfffee.blogspot.com/)
10:41:32	1/1	---MC-	200	added ('OK')	text/css	date:Sat,%2004%20Mar%202023%2004:41:33%20GMT	https://www.blogger.com/dyn-css/authorization.css?targetBlogID=7178576062144707220&zx=4785df8a-dc7b-47fb-a4f4-64d8f9926f97	C:/My%20Web%20Sites/1000/www.blogger.com/dyn-css/authorization8d61.css	(from https://fsefsvvsffdseeeesfffee.blogspot.com/)
10:41:32	3272/3272	---M--	200	added ('OK')	image/jpeg	etag:%22v33%22	http://2.bp.blogspot.com/-YSikWHcgmBQ/YhI_hewcPpI/AAAAAAAAACo/8cryS27LrksufIeoo3YKu27uwkK_ef0bgCK4BGAYYCw/s113/pexels-pixabay-220453.jpg	C:/My%20Web%20Sites/1000/2.bp.blogspot.com/-YSikWHcgmBQ/YhI_hewcPpI/AAAAAAAAACo/8cryS27LrksufIeoo3YKu27uwkK_ef0bgCK4BGAYYCw/s113/pexels-pixabay-220453.jpg	(from https://fsefsvvsffdseeeesfffee.blogspot.com/)
